"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-01-01 ~ 2023-12-31"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"18010","서울특별시 강북구 수유동","288-10","0288","0010","성지그레이스빌(288-10)","61.2000","29.3700","202304","04","21,000","2","-","-","2003","삼양로123길 14-7","-","중개거래","서울 강북구","-"
"18011","서울특별시 도봉구 쌍문동","103-244","0103","0244","힐트리움아파트(101,102,103동)","55.7100","18.1200","202304","04","32,500","5","-","-","2018","우이천로24길 40","-","중개거래","서울 도봉구","-"
"18012","서울특별시 강북구 수유동","296-15","0296","0015","신성젠트리스A동","41.2400","27.6250","202304","04","23,300","2","-","-","2016","인수봉로72길 31-23","-","중개거래","서울 강북구","-"
"18013","서울특별시 강북구 번동","148-328","0148","0328","청운주택C","48.9600","32.9000","202304","04","20,500","-1","-","-","1989","오현로25나길 88","-","중개거래","서울 강북구","-"
"18014","서울특별시 마포구 망원동","433-11","0433","0011","JY팰리스","35.1900","21.7863","202304","04","36,400","5","-","-","2016","월드컵로29길 64","-","중개거래","서울 마포구","-"
"18015","서울특별시 은평구 역촌동","11-9","0011","0009","뉴하이츠(11-9)","46.1300","24.1100","202304","04","21,000","4","-","-","2001","연서로10길 18-1","-","직거래","-","-"
"18016","서울특별시 은평구 구산동","308-29","0308","0029","미주빌라(나동)","52.8100","28.7800","202304","04","17,000","2","-","-","2003","서오릉로27길 30","-","중개거래","서울 은평구","-"
"18017","서울특별시 은평구 역촌동","30-12","0030","0012","제일빌라","37.8900","26.1170","202304","04","15,500","2","-","-","1990","진흥로1길 38-34","-","중개거래","서울 은평구","-"
"18018","서울특별시 중구 황학동","1079","1079","0000","(1079-0)","38.3000","10.7770","202304","04","31,500","9","-","-","2017","난계로13길 10-6","-","중개거래","서울 중구","-"
"18019","서울특별시 광진구 화양동","36-76","0036","0076","환성빌","15.9500","14.5600","202304","04","25,000","5","-","-","2016","아차산로25길 57-7","-","중개거래","서울 용산구","-"
"18020","서울특별시 강북구 우이동","101-6","0101","0006","남전하이츠빌라","31.2000","12.1900","202304","04","8,500","2","-","-","1995","삼양로 577-17","-","직거래","-","-"
"18021","서울특별시 마포구 망원동","486-22","0486","0022","첼시하우스","48.6600","28.0300","202304","04","43,500","2","-","-","2013","포은로8길 35","-","중개거래","서울 마포구","-"
"18022","서울특별시 양천구 목동","555-1","0555","0001","더하우스(555-1)","54.2100","27.4400","202304","03","40,000","6","-","-","2017","목동중앙본로28길 6","-","중개거래","서울 양천구","-"
"18023","서울특별시 은평구 응암동","116-25","0116","0025","광동주택","56.8000","31.1200","202304","03","23,000","4","-","-","1993","응암로 291-1","-","중개거래","서울 은평구","-"
"18024","서울특별시 도봉구 방학동","658-41","0658","0041","경서아트빌(658-41)","51.5700","29.1625","202304","03","22,800","3","-","-","2013","도당로13가길 106","-","중개거래","서울 도봉구","-"
"18025","서울특별시 광진구 중곡동","135-9","0135","0009","대광그린빌","45.5000","25.8800","202304","03","24,000","3","-","-","2004","용마산로5길 70","-","중개거래","서울 광진구","-"
"18026","서울특별시 광진구 중곡동","126-39","0126","0039","가든시티(126-39)","58.0200","36.0400","202304","03","43,000","2","-","-","2015","천호대로123길 74","-","중개거래","서울 광진구","-"
"18027","서울특별시 성북구 하월곡동","73-62","0073","0062","드림앤하우스","37.7500","22.8600","202304","03","30,000","5","-","-","2016","화랑로13길 118","-","중개거래","서울 성북구","-"
"18028","서울특별시 은평구 구산동","18-46","0018","0046","신호하이츠","80.0000","39.4400","202304","03","27,000","3","-","-","2002","연서로11길 22-1","-","중개거래","경기 고양덕양구","-"
"18029","서울특별시 은평구 구산동","11-14","0011","0014","유니캐슬(11-14)","35.1700","20.8000","202304","03","20,000","6","-","-","2015","갈현로 146","-","직거래","-","-"
"18030","서울특별시 마포구 망원동","457-27","0457","0027","가람빌","19.2700","10.0600","202304","03","32,000","5","-","-","2022","동교로3길 38","20230911","직거래","-","-"
"18031","서울특별시 은평구 불광동","606-12","0606","0012","더스타힐A","42.4802","24.6238","202304","03","36,000","2","-","-","2022","진흥로15길 22-28","-","직거래","-","-"
"18032","서울특별시 용산구 한남동","732-3","0732","0003","(732-3)","30.8700","20.7300","202304","03","138,000","2","-","-","1997","우사단로14길 69","-","중개거래","서울 성동구 서울 용산구","-"
"18033","서울특별시 양천구 신정동","922-18","0922","0018","엠버하우스","34.3800","17.8500","202304","03","26,900","6","-","-","2016","오목로 155-3","-","중개거래","서울 양천구","-"
"18034","서울특별시 양천구 신정동","128-40","0128","0040","평화아트빌","42.0000","27.2000","202304","03","35,500","3","-","-","2018","신목로6길 8-1","-","직거래","-","-"
"18035","서울특별시 양천구 신정동","975-22","0975","0022","더테라스4","45.3250","29.0600","202304","03","44,500","3","-","-","2016","은행정로7길 34","-","중개거래","서울 양천구","-"
"18036","서울특별시 양천구 신정동","875-20","0875","0020","고려쉐르빌","43.1700","22.7900","202304","03","19,900","2","-","-","2001","은행정로19가길 14","-","중개거래","서울 양천구","-"
"18037","서울특별시 중랑구 망우동","531-2","0531","0002","더빌","41.6500","27.4806","202304","03","27,500","2","-","-","2015","용마산로99길 5","-","중개거래","서울 중랑구","-"
"18038","서울특별시 도봉구 쌍문동","315-423","0315","0423","한전빌라B동","39.7000","28.1000","202304","03","13,000","2","-","-","1987","도봉로109길 46-13","-","중개거래","서울 도봉구","-"
"18039","서울특별시 도봉구 쌍문동","315-423","0315","0423","한전빌라B동","47.3900","33.6000","202304","03","13,000","2","-","-","1987","도봉로109길 46-13","-","중개거래","서울 도봉구","-"
"18040","서울특별시 중랑구 중화동","30-8","0030","0008","사르데냐","35.8500","24.6430","202304","03","32,000","5","-","-","2017","동일로136길 29","-","중개거래","서울 중랑구","-"
"18041","서울특별시 강북구 미아동","321-6","0321","0006","삼성아트빌(321-6)","59.5100","33.3062","202304","03","34,800","3","-","-","2010","도봉로33길 29","-","중개거래","서울 강북구","-"
"18042","서울특별시 강북구 수유동","52-118","0052","0118","신혼빌라","33.2500","14.5100","202304","03","17,900","3","-","-","1993","덕릉로24길 41-2","-","중개거래","서울 강북구","-"
"18043","서울특별시 강북구 수유동","480-9","0480","0009","동신","84.5100","33.1835","202304","03","35,000","3","-","-","1997","삼양로77길 32","-","중개거래","서울 강북구","-"
"18044","서울특별시 강북구 수유동","472-216","0472","0216","SEONG-JINPARKVILL","29.4400","19.5300","202304","03","21,500","2","-","-","2018","삼양로83길 5","-","중개거래","서울 강북구","-"
"18045","서울특별시 강북구 수유동","443-22","0443","0022","한솔크라시아","32.1800","17.9400","202304","03","9,000","5","-","-","2009","인수봉로52길 11","-","중개거래","서울 강북구","-"
"18046","서울특별시 노원구 상계동","1365","1365","0000","세창빌라(라)동","35.2700","31.3000","202304","03","29,000","2","-","-","1993","덕릉로131길 29-16","-","중개거래","서울 노원구","-"
"18047","서울특별시 마포구 노고산동","12-74","0012","0074","하비메종","29.2600","19.8400","202304","03","61,000","2","-","-","2021","고산길 30","-","중개거래","서울 마포구","-"
"18048","서울특별시 은평구 갈현동","288-83","0288","0083","현대빌라(288-83)","29.9700","18.2800","202304","03","38,500","3","-","-","1991","갈현로37가길 16","-","중개거래","서울 은평구","-"
"18049","서울특별시 강북구 번동","186-1","0186","0001","아침빌리지","50.3000","30.3200","202304","03","14,600","4","-","-","1998","한천로109가길 19","-","중개거래","서울 강북구","-"
"18050","서울특별시 강북구 번동","195-1","0195","0001","협성빌리지5차","45.6300","29.0000","202304","03","17,800","2","-","-","1995","한천로109가길 30","-","중개거래","서울 강북구","-"
"18051","서울특별시 중구 신당동","432-418","0432","0418","토토빌리지3차","53.4000","17.9200","202304","03","25,300","3","-","-","1999","동호로11나길 58-4","-","중개거래","서울 중구","-"
"18052","서울특별시 서대문구 연희동","712-22","0712","0022","(712-22)","64.5900","69.1000","202304","03","25,000","2","-","-","1983","홍연길 54-1","20231026","중개거래","서울 서대문구","-"
"18053","서울특별시 서대문구 연희동","712-22","0712","0022","(712-22)","64.5900","69.1000","202304","03","25,000","2","-","-","1983","홍연길 54-1","-","중개거래","서울 서대문구","-"
"18054","서울특별시 종로구 평창동","66-72","0066","0072","안성타워","152.4600","43.3900","202304","03","71,500","8","-","-","1998","평창문화로 152","-","중개거래","서울 동작구","-"
"18055","서울특별시 송파구 문정동","88-14","0088","0014","두현빌리지","33.6000","15.6800","202304","03","15,000","1","-","-","2001","송이로36길 62-16","-","직거래","-","-"
"18056","서울특별시 강남구 신사동","554-33","0554","0033","(554-33)","54.3600","43.3400","202304","03","58,000","1","-","-","1986","논현로157길 54","-","직거래","-","-"
"18057","서울특별시 금천구 시흥동","220-47","0220","0047","서원하우스B","59.8900","35.0063","202304","03","30,400","5","-","-","2019","탑골로3길 44","-","직거래","-","-"
"18058","서울특별시 금천구 시흥동","820-23","0820","0023","유포리아","29.2500","17.3500","202304","03","24,300","2","-","-","2022","독산로 78-16","-","직거래","-","-"
"18059","서울특별시 금천구 시흥동","865-5","0865","0005","중앙하이츠나동","62.5400","29.3100","202304","03","32,000","3","-","-","2004","독산로43가길 29","-","중개거래","서울 금천구","-"
"18060","서울특별시 강서구 화곡동","56-435","0056","0435","화성하이츠빌B동","35.7800","17.6300","202304","03","9,000","-1","-","-","2002","초록마을로22길 62","-","중개거래","서울 양천구","-"
"18061","서울특별시 강서구 등촌동","529-16","0529","0016","대원파크빌라","59.6400","26.2100","202304","03","15,000","2","-","-","1994","공항대로58가길 72-3","-","직거래","-","-"
"18062","서울특별시 관악구 신림동","598-63","0598","0063","미림빌리지B","49.3800","30.4700","202304","03","14,500","2","-","-","1992","법원단지5가길 71","-","중개거래","서울 관악구","-"
"18063","서울특별시 강남구 역삼동","777-22","0777","0022","리치빌","33.4800","17.7200","202304","03","24,000","-1","-","-","2002","역삼로34길 28","-","중개거래","서울 강남구","-"
"18064","서울특별시 강서구 공항동","1363-2","1363","0002","에코타운","25.5100","16.7800","202304","03","39,000","6","-","-","2022","방화대로6가길 4","-","직거래","-","-"
"18065","서울특별시 금천구 독산동","1066-19","1066","0019","대우주택","39.5100","21.0060","202304","03","17,700","5","-","-","1995","시흥대로90길 10","-","중개거래","서울 금천구","-"
"18066","서울특별시 동작구 사당동","439-27","0439","0027","파인하우스","49.1200","27.0000","202304","03","28,500","3","-","-","2007","사당로20라길 31","-","중개거래","서울 동작구","-"
"18067","서울특별시 관악구 봉천동","647-117","0647","0117","(647-117)","29.9200","20.0000","202304","03","16,400","2","-","-","1987","봉천로23다길 25-5","-","중개거래","서울 관악구","-"
"18068","서울특별시 강서구 등촌동","365-220","0365","0220","양지샤인빌","36.3700","23.5100","202304","03","29,800","2","-","-","2016","공항대로58가길 62-5","-","중개거래","서울 강서구","-"
"18069","서울특별시 관악구 신림동","110-71","0110","0071","아카데미하우스","24.3300","15.4300","202304","03","29,000","2","-","-","2019","신림로18가길 46","20230602","직거래","-","-"
"18070","서울특별시 강동구 길동","103-2","0103","0002","삼성씨티하우스","39.7500","24.6400","202304","03","35,300","6","-","-","2015","명일로19길 11","-","중개거래","서울 강동구","-"
"18071","서울특별시 금천구 독산동","234-52","0234","0052","시그마빌","61.8300","26.9100","202304","03","16,000","3","-","-","2002","독산로102길 18","-","직거래","-","-"
"18072","서울특별시 양천구 신월동","99-6","0099","0006","신성빌라","61.0200","33.4400","202304","03","14,000","-1","-","-","2001","곰달래로7길 59","-","직거래","-","-"
"18073","서울특별시 양천구 신월동","122-17","0122","0017","케이씨하우징","20.9400","13.7700","202304","03","31,900","6","-","-","2023","곰달래로7길 6","-","직거래","-","-"
"18074","서울특별시 양천구 신월동","122-17","0122","0017","케이씨하우징","26.1200","17.1800","202304","03","37,600","4","-","-","2023","곰달래로7길 6","-","직거래","-","-"
"18075","서울특별시 양천구 신월동","926-17","0926","0017","영진주택(가동)","34.3200","25.1000","202304","03","20,000","-1","-","-","1989","지양로16길 33","-","중개거래","서울 양천구","-"
"18076","서울특별시 동작구 상도동","301-42","0301","0042","태경빌4차","55.1600","31.2688","202304","03","30,000","5","-","-","2016","국사봉10길 62-4","-","직거래","-","-"
"18077","서울특별시 송파구 가락동","45-2","0045","0002","동산빌라","60.6200","38.9600","202304","03","24,000","-1","-","-","1990","송이로21길 51-13","-","중개거래","서울 송파구","-"
"18078","서울특별시 관악구 신림동","612-27","0612","0027","우석빌라6차","45.3200","17.3300","202304","03","24,000","1","-","-","1994","법원단지길 55","-","중개거래","서울 관악구","-"
"18079","서울특별시 서초구 방배동","539-72","0539","0072","금강빌라(539-72)","41.4400","33.6600","202304","03","130,000","-1","-","-","1989","효령로20길 51","-","중개거래","서울 서초구","-"
"18080","서울특별시 영등포구 영등포동7가","29-53","0029","0053","여의도시티뷰","40.0600","12.0000","202304","03","34,000","7","-","-","2017","버드나루로7길 12-5","-","중개거래","서울 영등포구","-"
"18081","서울특별시 강남구 청담동","82-7","0082","0007","효성빌라(1동,2동,6동,7동)","192.4000","205.8000","202304","03","902,690","2","-","-","1982","압구정로62길 12","-","직거래","-","-"
"18082","서울특별시 강남구 청담동","82-7","0082","0007","효성빌라(1동,2동,6동,7동)","164.9000","176.7000","202304","03","748,325","2","-","-","1982","압구정로62길 12","-","직거래","-","-"
"18083","서울특별시 강남구 청담동","82-7","0082","0007","효성빌라(1동,2동,6동,7동)","164.9000","176.7000","202304","03","1,050,000","2","-","-","1982","압구정로62길 12","-","직거래","-","-"
"18084","서울특별시 강서구 공항동","1363-2","1363","0002","에코타운","25.5100","16.7800","202304","03","38,800","5","-","-","2022","방화대로6가길 4","-","직거래","-","-"
"18085","서울특별시 송파구 오금동","63-3","0063","0003","중앙그린빌라","37.6200","20.6300","202304","03","10,600","-1","-","-","1991","성내천로8길 15","-","중개거래","서울 송파구","-"
"18086","서울특별시 관악구 신림동","10-461","0010","0461","하나아트빌라","84.1800","33.0200","202304","03","44,700","3","-","-","2002","남부순환로194길 42","-","중개거래","서울 관악구","-"
"18087","서울특별시 강서구 화곡동","367-24","0367","0024","디에스프라다","27.7300","17.5460","202304","03","17,500","5","-","-","2012","가로공원로86길 16","-","중개거래","서울 강서구","-"
"18088","서울특별시 강서구 화곡동","805-10","0805","0010","형지팰리스(805-10)","65.9200","32.9300","202304","03","28,000","2","-","-","2010","곰달래로57길 32-3","-","중개거래","서울 강서구 서울 양천구","-"
"18089","서울특별시 강서구 화곡동","357-16","0357","0016","신성리치빌Ⅰ(357-16)","34.5500","20.4025","202304","03","24,000","3","-","-","2013","곰달래로15가길 7","-","중개거래","서울 강서구 서울 양천구","-"
"18090","서울특별시 강서구 화곡동","160-33","0160","0033","제선그랜드빌(160-33)","48.0100","31.5400","202304","03","21,700","1","-","-","2009","강서로18길 139","-","중개거래","서울 강서구","-"
"18091","서울특별시 강서구 등촌동","526-29","0526","0029","허브팜(526-29)","66.5500","34.1750","202304","03","25,000","2","-","-","2002","등촌로51라길 29","20230511","중개거래","서울 강서구","-"
"18092","서울특별시 구로구 개봉동","494","0494","0000","위하우스(494)","40.2800","24.9000","202304","03","31,250","4","-","-","2018","개봉로6길 32","-","중개거래","서울 구로구","-"
"18093","서울특별시 구로구 개봉동","60","0060","0000","창동타운101동(60-0)","58.6000","38.0000","202304","03","13,000","-1","-","-","1993","고척로21가길 49","-","중개거래","서울 구로구","-"
"18094","서울특별시 강서구 화곡동","349-28","0349","0028","동아주택B동","37.5200","29.6833","202304","03","16,500","1","-","-","1986","강서로17가길 7-3","-","중개거래","서울 강서구","-"
"18095","서울특별시 강서구 화곡동","167-47","0167","0047","태경하이츠(167-47)","59.9300","36.7400","202304","03","21,000","4","-","-","2001","곰달래로35길 123","-","중개거래","서울 강서구","-"
"18096","서울특별시 강서구 화곡동","56-70","0056","0070","안곡빌라(56-70)","32.8900","27.5000","202304","03","15,200","2","-","-","1990","초록마을로 83-12","-","중개거래","서울 강서구","-"
"18097","서울특별시 관악구 봉천동","635-461","0635","0461","국회빌라","36.0600","29.4300","202304","02","18,800","2","-","-","1990","국회단지15길 29","-","중개거래","서울 관악구","-"
"18098","서울특별시 관악구 봉천동","635-461","0635","0461","국회빌라","36.0600","29.4300","202304","02","18,800","2","-","-","1990","국회단지15길 29","20230615","중개거래","서울 관악구","-"
"18099","서울특별시 관악구 남현동","1071-23","1071","0023","청풍빌라","62.9400","28.8500","202304","02","26,100","4","-","-","1991","남부순환로260길 35","-","중개거래","서울 관악구","-"
"18100","서울특별시 금천구 독산동","878-35","0878","0035","아이보리","44.9700","27.9000","202304","02","44,900","6","-","-","2023","문성로5길 35","-","직거래","-","-"
"18101","서울특별시 강서구 방화동","323-14","0323","0014","마곡그린필","27.0400","18.1130","202304","02","23,000","4","-","-","2018","금낭화로24나길 19","-","중개거래","서울 동작구","-"
"18102","서울특별시 양천구 목동","324-206","0324","0206","마크스위트","29.8600","17.7500","202304","02","23,600","5","-","-","2015","목동중앙남로16가길 26","-","중개거래","서울 양천구","-"
"18103","서울특별시 은평구 신사동","29-194","0029","0194","수정맨션B동(29-194)","67.3000","36.0300","202304","02","22,800","3","-","-","1994","은평로2길 6-19","-","중개거래","서울 서대문구 서울 은평구","-"
"18104","서울특별시 중랑구 면목동","177-203","0177","0203","더굿하우스","53.2600","31.0900","202304","02","36,500","2","-","-","2018","겸재로7길 17","-","직거래","-","-"
"18105","서울특별시 강북구 미아동","324-108","0324","0108","성훈팰리스B동","53.8100","31.2680","202304","02","38,000","2","-","-","2018","도봉로31길 21","-","중개거래","서울 강북구, 서울 성북구","-"
"18106","서울특별시 강북구 번동","429-23","0429","0023","그레이스빌","19.1100","12.3450","202304","02","26,700","4","-","-","2015","덕릉로48길 21","-","중개거래","서울 강북구","-"
"18107","서울특별시 도봉구 방학동","600-5","0600","0005","정록빌라","39.3900","31.3150","202304","02","6,700","-1","-","-","1992","시루봉로 245-10","20230518","직거래","-","-"
"18108","서울특별시 강북구 미아동","324-108","0324","0108","성훈팰리스B동","53.8100","31.2680","202304","02","38,000","2","-","-","2018","도봉로31길 21","20230406","중개거래","서울 강북구","-"
"18109","서울특별시 노원구 월계동","534-80","0534","0080","낙원빌라","53.4900","30.7650","202304","02","20,000","1","-","-","1995","월계로44가길 37-15","-","중개거래","서울 강남구","-"
"18110","서울특별시 도봉구 도봉동","615-23","0615","0023","진수아트빌","46.3100","28.0500","202304","02","25,500","6","-","-","2016","도봉로155길 35","-","중개거래","서울 도봉구","-"
"18111","서울특별시 은평구 진관동","9","0009","0000","은평지웰테라스","84.2890","97.7032","202304","02","96,000","4","-","-","2017","진관4로 78-38","-","중개거래","경기 하남시","-"
"18112","서울특별시 양천구 목동","231-105","0231","0105","벨로힐빌라","60.2200","29.7000","202304","02","21,700","1","-","-","1996","목동중앙본로2길 46-19","-","중개거래","서울 양천구","-"
"18113","서울특별시 서대문구 북가좌동","339-22","0339","0022","더플레이스(339-22)","48.2600","28.8875","202304","02","38,500","3","-","-","2014","증가로32안길 57-6","-","중개거래","서울 서대문구","-"
"18114","서울특별시 노원구 상계동","1381-6","1381","0006","6차홍진그린맨션","67.3400","32.1560","202304","01","35,000","3","-","-","1996","상계로35가길 33","-","중개거래","서울 노원구","-"
"18115","서울특별시 성북구 장위동","219-193","0219","0193","남일빌라","28.8700","25.8797","202304","01","25,000","3","-","-","2017","장위로13길 39","20230504","중개거래","서울 성북구","-"
"18116","서울특별시 용산구 한남동","578-30","0578","0030","제성빌라","36.4400","25.4700","202304","01","150,000","2","-","-","1991","대사관로30나길 30","20230531","중개거래","서울 용산구","-"
"18117","서울특별시 용산구 한남동","578-30","0578","0030","제성빌라","36.4400","25.4700","202304","01","150,000","2","-","-","1991","대사관로30나길 30","-","중개거래","서울 용산구","-"
"18118","서울특별시 강북구 번동","148-205","0148","0205","경원주택(148-205)","56.3800","25.8500","202304","01","22,500","2","-","-","1993","오현로25다길 54","-","중개거래","서울 강북구","-"
"18119","서울특별시 서대문구 북가좌동","274-17","0274","0017","영주아트빌(274-17)","43.0800","16.5377","202304","01","17,000","4","-","-","2010","증가로28안길 52","-","직거래","-","-"
"18120","서울특별시 중랑구 상봉동","104-40","0104","0040","아스테르","16.8600","6.3200","202304","01","24,000","6","-","-","2021","면목로92가길 5","20230427","직거래","-","-"
"18121","서울특별시 마포구 중동","58-13","0058","0013","마당빌라","43.6500","26.0400","202304","01","26,000","-1","-","-","1992","성암로9안길 8","-","중개거래","서울 마포구","-"
"18122","서울특별시 노원구 상계동","1355-5","1355","0005","휴먼럭스빌(1355-5)","29.5600","17.6600","202304","01","29,000","5","-","-","2021","수락산로2길 71","-","직거래","-","-"
"18123","서울특별시 노원구 상계동","1355-5","1355","0005","휴먼럭스빌(1355-5)","29.5600","17.6600","202304","01","32,000","5","-","-","2021","수락산로2길 71","20230519","직거래","-","-"
"18124","서울특별시 은평구 갈현동","480-35","0480","0035","경원에이스(480-35)","40.2400","24.0260","202304","01","29,500","2","-","-","2015","연서로25길 11-12","-","중개거래","서울 은평구","-"
"18125","서울특별시 강북구 수유동","291-25","0291","0025","드림캐슬(나동)","56.9400","35.5620","202304","01","25,500","3","-","-","2014","인수봉로82길 25-5","-","중개거래","서울 강북구","-"
"18126","서울특별시 용산구 용산동2가","1-181","0001","0181","블루버드용산","29.7900","24.0000","202304","01","59,500","4","-","-","2022","신흥로22길 25-32","-","직거래","-","-"
"18127","서울특별시 마포구 망원동","469-29","0469","0029","신부파스카빌6차","17.9300","11.9930","202304","01","10,400","5","-","-","2014","방울내로7길 46-8","-","중개거래","서울 마포구","-"
"18128","서울특별시 동대문구 전농동","558-68","0558","0068","(558-68)","17.7000","11.5853","202304","01","24,500","4","-","-","2014","답십리로23길 90-9","-","중개거래","서울 동대문구","-"
"18129","서울특별시 용산구 동빙고동","1-63","0001","0063","스카이빌","74.8500","38.7160","202304","01","94,000","5","-","-","2008","장문로9길 28","-","중개거래","서울 용산구","-"
"18130","서울특별시 은평구 구산동","2-17","0002","0017","태경쉐르빌","25.2000","10.6200","202304","01","17,500","4","-","-","2010","서오릉로 157-25","-","중개거래","서울 은평구","-"
"18131","서울특별시 광진구 자양동","611-2","0611","0002","대원캐슬3차","59.8900","35.8000","202304","01","90,000","6","-","-","2022","자양번영로 60-1","-","중개거래","서울 광진구","-"
"18132","서울특별시 도봉구 도봉동","578-5","0578","0005","동양하이츠빌라","33.8800","15.5500","202304","01","12,000","3","-","-","1994","도봉로175길 35","-","중개거래","서울 도봉구","-"
"18133","서울특별시 도봉구 도봉동","572-3","0572","0003","한신빌라","52.2300","31.5000","202304","01","15,000","2","-","-","1997","도봉로181길 82","-","중개거래","서울 도봉구","-"
"18134","서울특별시 광진구 자양동","227-77","0227","0077","대원빌16차","51.5000","27.0000","202304","01","52,000","6","-","-","2019","자양번영로11길 28-8","-","중개거래","서울 광진구","-"
"18135","서울특별시 광진구 자양동","664-28","0664","0028","대양빌라","42.3800","28.1000","202304","01","31,000","3","-","-","2007","뚝섬로58가길 7-5","-","중개거래","서울 광진구","-"
"18136","서울특별시 은평구 역촌동","49-3","0049","0003","펠리체(49-3)","51.2300","33.8700","202304","01","26,000","4","-","-","2011","갈현로14길 13-1","-","중개거래","서울 은평구","-"
"18137","서울특별시 은평구 역촌동","41-42","0041","0042","진주아트빌","60.5300","27.3360","202304","01","28,000","3","-","-","2009","진흥로3길 6-1","-","중개거래","서울 은평구","-"
"18138","서울특별시 마포구 망원동","479-34","0479","0034","이화빌라","36.0800","28.3600","202304","01","19,000","-1","-","-","1989","망원로11길 53-5","-","중개거래","서울 마포구","-"
"18139","서울특별시 광진구 광장동","457-17","0457","0017","명성11","52.8700","30.6750","202304","01","40,000","5","-","-","2013","아차산로70길 30-1","-","중개거래","서울 마포구 서울 서초구","-"
"18140","서울특별시 은평구 녹번동","75-30","0075","0030","양지미라벨(75-30)","40.8000","22.7500","202304","01","14,000","4","-","-","2002","은평로21길 25-2","-","중개거래","서울 은평구","-"
"18141","서울특별시 광진구 군자동","28-3","0028","0003","이룸뉴캐슬","31.2200","27.4375","202304","01","33,500","3","-","-","2015","능동로27가길 31","20230520","중개거래","서울 광진구","-"
"18142","서울특별시 광진구 군자동","28-3","0028","0003","이룸뉴캐슬","31.2200","27.4375","202304","01","33,500","3","-","-","2015","능동로27가길 31","-","중개거래","서울 광진구","-"
"18143","서울특별시 은평구 녹번동","98-30","0098","0030","청구빌라(98-30)","37.4400","25.6700","202304","01","29,500","1","-","-","1995","녹번로 37-15","-","중개거래","서울 은평구","-"
"18144","서울특별시 마포구 성산동","274-38","0274","0038","라비앙로즈","29.9900","17.7628","202304","01","39,000","2","-","-","2017","월드컵로32길 26","-","직거래","-","-"
"18145","서울특별시 성북구 장위동","219-193","0219","0193","남일빌라","28.8700","25.8797","202304","01","25,000","3","-","-","2017","장위로13길 39","-","중개거래","서울 성북구","-"
"18146","서울특별시 성북구 동소문동1가","140-27","0140","0027","한강뉴스타","29.6200","16.9200","202304","01","32,500","1","-","-","2018","동소문로3길 39","-","중개거래","서울 성북구","-"
"18147","서울특별시 광진구 중곡동","199-20","0199","0020","지은아트빌(199-20)","57.8300","38.6920","202304","01","59,000","2","-","-","2021","면목로16길 3","20230710","직거래","-","-"
"18148","서울특별시 마포구 아현동","677-6","0677","0006","(677-6)","36.5700","20.5000","202304","01","21,000","-1","-","-","1993","대흥로30길 47","-","중개거래","서울 도봉구 서울 성동구","-"
"18149","서울특별시 양천구 목동","611-17","0611","0017","보노하우스","54.6900","29.9800","202304","01","37,800","4","-","-","2015","목동중앙북로 7-48","-","중개거래","서울 강서구 서울 양천구","-"
"18150","서울특별시 서대문구 홍은동","265-152","0265","0152","아르떼빌","34.7400","27.2600","202304","01","16,000","4","-","-","2015","연희로39나길 18","-","중개거래","서울 서대문구","-"
"18151","서울특별시 구로구 궁동","189-28","0189","0028","양지마을","44.0600","33.8100","202304","01","34,500","6","-","-","2021","부일로17길 11-2","20230626","중개거래","서울 구로구","-"
"18152","서울특별시 서초구 방배동","480-14","0480","0014","현대빌라(480-14)","54.8500","36.8000","202304","01","140,400","1","-","-","1987","효령로2길 37","-","중개거래","서울 서초구","-"
"18153","서울특별시 송파구 석촌동","224-1","0224","0001","(224-1)","41.1900","22.1000","202304","01","12,600","-1","-","-","1986","가락로2길 3-4","-","중개거래","서울 송파구","-"
"18154","서울특별시 구로구 개봉동","342-17","0342","0017","오복홈맨션(342-17)","35.4300","17.8910","202304","01","10,200","-1","-","-","2004","개봉로11가길 8","-","중개거래","서울 구로구","-"
"18155","서울특별시 동작구 상도동","279-233","0279","0233","동산그린빌라","56.2800","25.8500","202304","01","30,000","4","-","-","2003","성대로12가길 32","-","중개거래","서울 동작구","-"
"18156","서울특별시 강동구 성내동","545-4","0545","0004","삼성아트빌(545-4)","29.1100","14.1900","202304","01","30,000","7","-","-","2017","성내로17길 11","-","중개거래","서울 강동구","-"
